No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std,Sample Count,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,Aquifer,Top Soil,Sub Soil
3,Multiannual,627131,163892,TRUE,-39.204082,-0.4728781,0.4693119,0.584783564,2.3657336,0.84994715,1.22026534,0.265911786,53,1.574370207,1.501872487,284.5010422,6.701862052,0.00708985,3.94572169,101266.2453,323.2666357,124.3998611,2.24781251,2.545678854,0,49,19,32,1.24000001,47,21,32,1.24000001,90,0.001,47.21059533,139.4297237,1001,0,Carboniferous Limestone,clay,clay
36,Annual,416690,133770,TRUE,-50.462242,-1.5791221,0.71195614,0.781530592,1.9677984,3.373254,1.704615096,0.249026318,1715,2.155585983,1.471358083,284.1141326,8.146276078,0.006918289,3.574752089,100781.5713,323.6888219,123.6381242,55.37200928,1.81083405,1.899997711,19,37,44,1.409999967,0,0,0,0,550,0.015,9.082651174,414.8000814,51,0,Chalk,loam,
42,Annual,413650,155000,TRUE,0.52195823,0.7586327,0.8278903,0.88502645,0.87521136,0.88570416,1.307613655,0.407808966,53,2.065060243,1.424075134,283.8368797,8.146276078,0.006819661,3.602016673,100314.2531,322.8489577,119.2308011,91.69874573,1.504922748,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,17.84902282,38.68250646,51,0,Chalk,loam,clay loam
49,Annual,459345,401015,TRUE,-641.1799,-4.698829,0.6656959,0.536980434,6.564286,2.18481,0.619866118,0.136411108,54,1.720700984,1.429400659,283.51076,7.170043959,0.006579769,3.655053897,101322.8567,322.3856432,117.1540981,3.566347599,0.334545791,5.199999809,51,17,32,1.220000029,52,19,29,1.230000019,33,0.01,0.370820239,1408.341236,2501,0,Triassic Sandstone,clay,clay
84,Annual,298697,91240,TRUE,-3.96131,-0.3204471,0.14794418,0.146383798,0.94378734,2.0071905,4.660261713,0.361065814,1814,2.139978092,1.449107805,284.4953765,7.064950844,0.007195571,4.035878427,101081.1455,326.8451115,123.0581164,24.96103096,3.564050913,17,22,41,37,1.399999976,29,37,34,1.350000024,30,0.14,6.257047417,698.7889628,51,0,Permian Sandstone,loam,clay loam
95,Annual,556341,101386,TRUE,-5.486987,-0.00190866,0.6023759,0.760860881,1.2587775,0.11753168,42.27998681,4.617376201,1383,2.369277105,1.490787693,283.9398798,6.103997887,0.007016763,5.676378468,100241.7467,320.6801294,122.4664456,73.28177643,5.517960548,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,7.297690853,792.1305304,1,0,Chalk,loam,loam
96,Annual,504095,334375,FALSE,-44.08993,-0.13214016,0.49191016,0.448319452,0.48065898,1.8682581,30.11839765,2.401094626,57,1.698247533,1.507671575,283.438822,7.961938764,0.006569688,4.498303804,100657.0087,321.2413017,118.8878746,55.0868187,3.126763821,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,2.530655249,47.21798928,751,0,Oolites,clay,clay
132,Annual,556510,131382,FALSE,-75.76107,-4.695773,0.08444217,0.129775566,1.3051497,6.613431,10.24718806,0.543172811,56,2.451204822,1.352334044,283.8105332,8.545290384,0.006871268,3.4698129,100083.0196,320.2721215,116.1873677,130.0462952,5.002307892,42.09999847,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,1.470704813,246.9154949,251,0,Corallian Limestone,loam,clay loam
134,Annual,523725,358735,TRUE,-0.8196769,0.45552647,0.8359468,0.851828526,0.75325066,0.54321676,1.532290164,0.315867763,58,1.67957284,1.46377886,283.6843878,7.04030681,0.006657286,3.900908993,101253.0854,322.1530853,118.5915352,10.24935913,0.219877169,0.900000572,10,80,10,1.590000033,22,65,13,1.440000057,0.1,0.02,13.74849794,132.5070188,751,1301.904419,Oolites,loamy sand,sandy clay loam
137,Annual,553496,164800,TRUE,-630.2831,-0.5679281,0.6761507,0.669955349,1.6199749,2.4032726,12.17181885,0.301185294,1825,1.792880614,1.389624776,284.0798996,8.545290384,0.006861111,3.537953544,100729.3425,321.8322826,114.9573424,52.74417877,2.858519554,16.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,16.51576374,413.8281749,1,3490.212891,Lower Greensand,loam,loam
173,Annual,625386,140103,TRUE,-4.6967797,0.08020878,0.4816702,0.477028389,0.6627159,0.31912592,69.22095856,10.54461259,1826,2.393154433,1.485532175,283.7002456,6.701862052,0.006948768,5.335425042,99610.11471,319.7724384,123.6540026,138.7361755,4.865570545,5.100006104,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,32.40840962,773.3551718,1001,0,Chalk,silt loam,loam
176,Annual,342026,365125,TRUE,-588.76337,-2.100684,0.6272341,0.641435853,3.9958522,1.7072389,1.341000858,0.165677762,1802,1.884063526,1.423678133,283.7010402,6.877820409,0.006701128,3.73791492,101197.4331,324.6980757,117.0993482,8.6740942,3.927866459,3.300000191,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.505246127,1179.835327,1,711.869812,Triassic Sandstone,loam,clay loam
177,Annual,428955,210655,FALSE,0.50650936,0.71854615,0.9119078,0.963469592,1.181774,1.1959975,2.121472722,0.780107639,57,1.874479737,1.41466859,283.6218576,7.806790904,0.006701196,3.584087332,100098.3191,322.4127155,116.8608451,98.39550781,1.502653718,3.800003052,51,17,32,1.220000029,52,19,29,1.230000019,184,0.02,1.782402328,312.0678377,51,0,Oolites,clay,clay
218,Annual,505345,363625,FALSE,-16.34695,-0.34738314,-0.14744103,-0.212098478,1.7026223,0.9282894,12.59764107,2.269473232,60,1.737623218,1.509003752,283.5508383,7.04030681,0.006609659,4.561794994,101020.4452,321.83794,118.7584941,31.95514107,1.283677936,16.20000267,19,37,44,1.409999967,31,31,38,1.330000043,130,0.0005,2.27347357,107.2832133,751,0,Oolites,loam,clay loam
229,Multiannual,623984,153700,TRUE,-364.73102,-0.055179596,0.39175808,0.288869616,0.28913423,1.4879723,28.89181173,1.076963313,47,2.06818182,1.495717899,284.1827794,6.701862052,0.007028121,4.623345562,100604.444,321.8780204,122.4613366,50.24606705,4.155673981,6.799999237,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,38.37260218,176.5608207,1001,0,Lower Greensand,sandy loam,sandy loam
236,Annual,567460,164680,TRUE,-2779.332,0.23573995,0.5637257,0.596709777,0.58913076,0.52571726,113.2744512,0.882755916,1600,1.858707561,1.439022573,283.6720275,8.545290384,0.006752663,4.343152255,99882.5199,319.7345254,115.8439486,145.2801208,2.247208357,57.09999847,24,52,24,1.409999967,36,43,21,1.320000052,550,0.015,18.64773999,463.2404554,251,0,Chalk,sandy clay loam,clay loam
238,Annual,497435,312335,FALSE,-27.769995,0.22155803,0.8658192,0.921865187,0.2842453,0.7249319,12.73030385,1.706798024,59,1.743756847,1.509396009,283.4353129,8.170701117,0.006566161,4.437164208,100448.0259,321.2236694,118.8052939,80.21742249,1.558400154,1.099998474,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.04442609,74.53048326,101,0,Oolites,clay,clay
255,Annual,490055,105745,TRUE,-0.33977628,0.4825616,0.66025174,0.71333784,1.3252094,0.7842399,0.884331827,0.329818924,59,2.099233296,1.451054752,284.4334392,6.336254195,0.007045875,3.386992298,101332.8498,323.3428726,123.5502422,13.30128098,0.494735688,0,49,19,32,1.24000001,47,21,32,1.24000001,100,0.005,22.15679031,547.1137359,1001,0,Chalk,clay,clay
264,Multiannual,471045,187253,TRUE,-31.551868,-1.2548983,0.115718484,0.017010937,0.9467095,3.0735924,88.16175193,0.983576241,39,2.049233299,1.470340541,283.2442582,8.154764635,0.006580623,4.249564207,99274.83763,319.5642603,119.3912903,175.2384186,2.03237772,59.50000763,24,52,24,1.409999967,36,43,21,1.320000052,550,0.015,7.647990614,94.25878722,251,0,Chalk,sandy clay loam,clay loam
271,Annual,494609,442896,TRUE,-6.413065,0.37393612,0.8664898,0.838329617,0.7137293,0.4594632,34.26123318,3.707547806,58,1.992606794,1.442092081,282.9902753,7.297097527,0.006474111,4.628332713,100598.7196,319.3077831,118.2381109,55.20554352,3.371279478,6.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,9.340344288,91.72454819,51,0,Chalk,loam,
287,Multiannual,624617,160944,TRUE,-190.51442,-1.2542634,0.50462556,0.410098096,3.1833887,1.2629375,1.159653259,0.183594995,49,1.602245344,1.478737954,284.4584169,6.701862052,0.007083187,3.907532313,101177.6456,323.1032602,122.8454145,3.558632851,7.633376598,3.799999952,21,39,40,1.399999976,21,41,38,1.399999976,520,0.005,43.37214354,112.9018868,1001,0,Chalk,loam,loam
297,Annual,506038,345901,TRUE,0.08417916,0.013319194,0.48895422,0.613128417,0.79888797,0.18029003,1.010745584,0.832473562,55,1.705202624,1.50136089,283.6816119,7.961938764,0.006641017,4.527837201,101250.2325,322.4006122,117.1110236,15.44710922,1.230912328,0,54,22,24,1.230000019,44,34,22,1.279999971,184,0.02,5.222917668,290.7896776,751,35.31599426,Oolites,clay,clay
302,Annual,531819,109458,TRUE,-76.19507,0.3610422,0.8114045,0.915878564,0.470987,1.3047035,67.11031916,4.056137392,1799,2.321193861,1.502602111,283.9113754,6.292935412,0.006929302,4.14421835,100242.3233,320.6242239,127.5791787,91.28765869,9.974733353,0,19,37,44,1.409999967,0,0,0,0,550,0.015,10.05959683,1930.27454,1,0,Chalk,loam,
303,Annual,548655,364605,FALSE,-134.06464,-2.5197713,-0.5264996,-0.550604897,3.505637,2.944338,0.865841016,0.196178636,57,1.809419492,1.520360682,283.6525203,6.437349428,0.006677425,4.859092765,101214.1845,321.6319263,119.7478984,4.848472595,1.115942478,0.599999905,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,12.18957628,81.1427191,751,0,Spilsby Sandstone,loam,clay loam
311,Annual,589670,149272,TRUE,-8411.573,-8.03273,0.80226696,0.785053791,10.019587,1.4451851,6.199434757,0.609669009,56,1.828313254,1.509166751,283.8821058,7.604655088,0.006886554,4.396422273,100109.8072,320.5258706,124.4884452,108.6147919,2.566547394,42,22,42,36,1.399999976,25,41,34,1.379999995,270,0.0006,12.79083825,101.0276796,1001,9.910313606,Corallian Limestone,loam,loam
312,Multiannual,501015,342715,TRUE,-388.20874,0.39591473,0.76673245,0.803496684,0.4588614,1.132953,4.720954347,0.129584181,56,1.744961668,1.44691948,283.4983112,8.170701117,0.006587105,3.744101973,100836.1177,321.6099672,117.9596635,25.83256149,0.650445879,0.099998474,22,42,36,1.399999976,0,0,0,0,130,0.0005,3.813014503,95.0555383,751,0,Oolites,loam,
318,Annual,438130,175470,TRUE,-10250.049,-47.46107,0.81273997,0.817156247,49.02095,7.5146046,0.431461819,0.205092485,1656,1.887623228,1.464691357,283.6811991,8.427272862,0.006737701,3.540311786,100138.5792,322.0197981,122.9732693,106.2253952,1.516220093,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,33.13087035,62.67278141,51,0,Chalk,sandy clay loam,clay loam
324,Annual,414670,227860,TRUE,-166.31418,0.010819733,0.5731168,0.201076215,0.4348603,1.6905558,25.38327815,1.115433657,57,2.135213585,1.434528754,283.1003729,7.806790904,0.006550985,4.381621449,99154.66361,320.3572311,116.1421263,187.9916992,4.022895813,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,1.452256963,73.43486748,51,0,Oolites,clay,clay
337,Annual,489058,182936,TRUE,0.65949136,0.84957737,0.8610146,0.88400509,0.9619585,0.95684177,2.749891418,0.388052214,1477,1.685268352,1.471706063,284.1890378,8.154764635,0.006852447,3.479353149,101147.3766,323.6508913,120.5269664,24.74103546,2.668940067,0.200000763,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,16.17369982,1161.582255,251,0,Chalk,loam,clay loam
339,Decadal,559006,160641,TRUE,-70094.94,-22.380007,0.17565167,0.237282663,0.49471626,24.360157,83.83581914,0.160672481,42,2.018127052,1.495463938,283.1334236,8.545290384,0.006595446,5.055080217,98801.28777,317.2596959,119.9826211,203.332962,1.637889862,3.300003052,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,13.26200468,336.6891099,1,0,Chalk,loam,loam
340,Multiannual,537245,389465,FALSE,-532.84216,-2.2614155,0.5038431,0.534498466,0.6169874,4.200639,12.35013058,0.207549273,57,1.824534499,1.491562582,283.491742,6.437349428,0.006641554,4.840703529,101125.7338,321.1367947,119.0382588,15.74083233,0.231082827,4.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,13.63466972,167.2594529,751,0,Chalk,loam,clay loam
346,Decadal,333635,548625,FALSE,-333.91812,-0.3102721,0.7428872,0.754539919,0.18087132,1.9898225,6.205008849,0.278565773,1826,2.557064615,1.338218101,282.6777579,6.794414089,0.006289922,4.080006891,100500.7108,320.0484911,109.234257,45.44743729,9.546452522,0,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,1.980228504,75.42879576,1,0,Triassic Sandstone,loam,clay loam
364,Multiannual,461475,404015,TRUE,-6.2184653,0.5567161,0.76688415,0.611034251,0.72686636,0.7400875,3.43142616,0.359259442,56,1.712595835,1.480753031,283.4730932,7.170043959,0.00657,4.419124577,101274.2467,322.1704105,117.5154019,7.457140446,0.254066259,0,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.00377403,1315.255355,2501,0,Triassic Sandstone,sandy loam,sandy loam
381,Annual,512910,110750,TRUE,-9.211875,-1.1613531,0.22497097,0.324141904,1.2567925,3.001209,32.84680767,6.76412652,1670,2.603340636,1.502724209,283.8864465,6.292935412,0.006893327,4.137378198,100199.4919,320.6354557,126.8594576,96.44393158,2.618602753,2.699996948,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,16.62384726,317.5120003,1001,0,Chalk,clay,clay
399,Annual,507365,311205,FALSE,-0.1800574,-0.11413002,0.45112163,0.524014861,1.4697639,0.1518604,1.317311543,1.141264546,52,1.672343918,1.476979978,283.8286724,7.961938764,0.006677504,3.716057688,101249.8243,322.8918221,118.8973681,15.30923462,0.550636232,0,22,42,36,1.399999976,0,0,0,0,184,0.02,5.621647872,151.1581076,101,0,Oolites,loam,
413,Annual,505145,339485,TRUE,-14.575215,-0.15687585,0.6672747,0.606069928,0.32968217,0.117770135,15.1495129,2.646960178,56,1.704052573,1.449774582,283.651397,7.961938764,0.006631101,3.76100468,101134.5315,322.2334961,117.4486844,31.08219147,1.286149383,9,48,23,29,1.25,45,26,29,1.25999999,184,0.02,2.655440775,82.79085124,751,0,Oolites,clay,clay
423,Multiannual,487395,125045,TRUE,-1516.6157,-2.1091726,0.69396436,0.667056525,0.7298788,4.082274,45.12096925,0.314108729,53,2.565388828,1.533344336,283.4428729,8.449890581,0.006713387,4.921697022,99452.1603,319.1166541,124.9901054,157.72229,3.684126377,60.29999542,4,87,9,1.730000019,4,88,8,1.74000001,270,0.0006,14.27648075,89.74661279,1001,0,Lower Greensand,sand,sand
430,Decadal,510715,420895,TRUE,-13.19549,-0.20221126,0.48852807,0.516726104,0.8023989,2.069894,6.648543045,0.39731749,57,1.820481926,1.483912476,283.3885038,6.699781022,0.006597035,4.703248396,100994.0522,321.0319975,119.0032084,9.41047287,0.741170585,4.599999905,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,13.91468617,105.9411123,1001,0,Chalk,loam,clay loam
466,Annual,498905,375335,FALSE,-13.163544,0.066865206,0.71296865,0.717103049,0.42298657,0.3251605,4.477153777,0.702547852,58,1.96796276,1.50186307,283.4131241,7.722836944,0.006570603,4.546591345,100915.2369,321.3234575,119.3613356,34.18956757,1.059941888,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,1.732160791,785.8742157,751,0,Oolites,clay,clay
469,Annual,594729,165259,TRUE,-40.78775,0.05518645,0.52340865,0.513770012,0.4555496,0.3924586,10.27694659,0.873362636,1564,1.427984667,1.478998777,284.4440673,7.604655088,0.0070091,3.723200375,101287.3597,323.1458637,121.7037163,11.02864838,2.164262295,7.600000381,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,29.25463235,472.3144148,251,0,Chalk,loam,clay loam
489,Annual,454185,123415,TRUE,-10.059353,-0.116199136,0.78881323,0.770006922,1.8624878,0.32367492,18.6796224,4.980199952,58,2.429299012,1.468317219,283.9459437,8.427272862,0.006862216,4.215283427,100451.3832,321.9770367,120.2406212,76.91307068,5.249445438,7.200004578,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,45.85805783,170.0734679,1,91.70322418,Chalk,loam,clay loam
512,Annual,503035,368725,FALSE,-1154.0477,-0.69451237,0.32259205,0.349951615,0.4336325,2.4462962,7.771311516,0.129810985,58,1.787787516,1.490931404,283.4942869,7.04030681,0.006593652,4.555213832,100949.8384,321.631046,117.4116053,26.23924255,1.988454461,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,1.028843694,375.922739,751,0,Oolites,clay,clay
516,Annual,493890,428182,TRUE,-0.06067288,-0.17931366,0.23916666,0.386632962,1.1873535,0.11863067,6.426906755,3.745585163,59,1.906900327,1.422433468,283.3325683,7.297097527,0.006562089,3.845743162,101166.1534,320.9788366,118.2875301,14.42639828,0.28071928,8.300000191,10,76,14,1.580000043,26,60,14,1.409999967,184,0.02,1.476537494,294.0039892,51,5204.772949,Triassic Sandstone,sandy loam,sandy clay loam
518,Annual,414140,126240,TRUE,-59.33943,-0.49929762,0.5218952,0.44657937,1.4312997,2.3539937,11.81084107,0.679169917,54,2.283734937,1.479027575,284.16594,8.146276078,0.00694144,3.575214903,100858.8017,323.8201163,124.524115,59.83287811,2.743944407,14,19,37,44,1.409999967,0,0,0,0,550,0.015,6.279547803,426.6252984,51,0,Chalk,loam,
519,Decadal,556409,97729,TRUE,-262.8609,-3.2289467,0.6837067,0.629054512,1.0335215,5.217002,72.83048385,0.156686952,53,2.215388828,1.428057384,283.9890021,6.103997887,0.007048068,4.913731312,100341.5343,320.883338,120.4487486,80.96086121,7.732772827,26.90000534,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.86125166,757.8031024,1,0,Chalk,loam,clay loam
523,Annual,504835,362615,FALSE,-7421.521,-33.664753,-0.11146401,0.163990351,2.1423466,35.628254,15.32188285,0.223293984,57,1.749342822,1.510346323,283.4968235,7.04030681,0.006593583,4.554683789,100900.8408,321.5965379,119.1945069,38.90504074,0.788397908,13.29999924,48,23,29,1.25,45,26,29,1.25999999,130,0.0005,3.356184094,103.8321772,751,0,Oolites,clay,clay
524,Annual,292214,80512,TRUE,-610.69794,-9.042989,-0.5787671,-0.648297918,1.739915,10.890495,23.49952421,0.794056774,1706,2.788280398,1.57913369,283.567099,6.870865304,0.006926241,5.544881944,98885.43197,322.4452376,133.7257773,209.2644043,16.08118248,94.8999939,19,37,44,1.409999967,31,31,38,1.330000043,30,0.14,4.260831168,247.6885997,51,0,Permian Sandstone,loam,clay loam
534,Multiannual,505649,194842,TRUE,-293.60675,-4.537988,0.42466626,0.497844625,1.1839397,6.5049744,23.00829284,0.264087385,54,1.787842281,1.478305498,284.0397052,7.941128241,0.006792634,3.501646172,100879.0901,322.7833433,121.2268798,69.5762558,2.572648048,22.80000305,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,30.69705609,1084.283055,101,0,Chalk,loam,loam
547,Annual,443980,177743,TRUE,-25.242874,-0.23658955,0.6708634,0.657006186,0.057254,0.2705805,19.63674059,3.663664281,1659,1.933187295,1.503840154,283.4639305,8.427272862,0.006669004,4.285347325,99709.32907,320.9354997,122.4316511,131.804718,1.996718884,0,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,28.9140785,53.09990584,51,0,Chalk,silt loam,loam
565,Annual,503815,102495,TRUE,-73.11222,0.36058146,0.86232287,0.849390589,0.37816286,1.0567435,5.011843392,0.362737871,57,1.986746987,1.496735436,284.4914817,6.336254195,0.007083312,4.129627951,101444.8107,323.4125509,123.4087576,7.867632866,0.632261038,1.099999905,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.43753448,1247.430158,1001,0,Chalk,loam,clay loam
574,Annual,435355,151255,TRUE,-1.936466,0.51536185,0.83980596,0.805990887,0.83739895,0.5724807,36.4277867,3.694591283,60,2.131599123,1.500137326,283.6008673,8.427272862,0.006737569,4.286395782,99864.42347,321.2722478,123.0680143,126.3532867,1.9591856,12.00000763,19,37,44,1.409999967,0,0,0,0,550,0.015,34.44516392,304.5084898,1,0,Chalk,loam,
579,Multiannual,624809,158620,TRUE,-668.3321,-15.045485,0.61690074,0.576363021,0.92415476,17.040878,30.43943753,0.115583885,1826,1.715334059,1.458862866,284.4111188,6.701862052,0.007077364,3.898282157,101076.5236,322.9013797,121.7513541,32.43898773,0.824574351,30.70000076,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,42.01033244,117.847334,1001,0,Chalk,loam,clay loam
586,Annual,469505,141905,TRUE,-216.80876,0.2597835,0.58579147,0.548636138,1.1925654,1.5824714,54.59631483,0.715080837,54,2.355093098,1.453919913,283.4285066,8.427272862,0.006684387,4.204864701,99467.84865,319.6573402,120.3525675,180.5866852,1.745035648,54.8999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,31.55244568,305.6661161,501,0,Chalk,sandy clay loam,clay loam
597,Annual,640912,309568,TRUE,0.7020735,0.6492017,0.8801969,0.887473301,0.74921906,0.78595906,0.345809003,0.343357761,57,1.688773275,1.619110138,283.9503611,6.690909165,0.006808363,5.664456283,101333.691,321.11402,124.6777841,0.210019529,0.078775592,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3888525,114.6117346,1001,0,Crag,clay,clay
603,Decadal,458205,162865,TRUE,-731.1206,-1.605118,0.08160253,0.276185315,0.6472095,3.4122083,51.17590143,0.672830579,1670,1.927327488,1.494517869,283.7886039,8.427272862,0.006769544,4.242946927,100285.7436,321.9508089,120.6785893,105.1357346,0.778166413,13.5,6,75,19,1.629999995,7,79,14,1.629999995,100,0.005,21.01959152,233.8611061,51,0,Chalk,sandy loam,loamy sand
637,Decadal,458855,146055,TRUE,-50.525234,0.758149,0.82925224,0.785478635,0.8406995,1.0629328,61.13933845,1.361694788,62,2.335158815,1.454591264,283.5492684,8.427272862,0.006716571,4.228516424,99734.25546,320.5191862,118.8540999,161.1767578,0.484552354,16.29998779,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,34.07260984,362.7019291,1,0,Chalk,loam,loam
668,Multiannual,630368,158751,TRUE,-30.076208,-2.5367534,0.32411134,0.156601515,1.326691,4.456172,6.934133389,0.625708733,57,1.722343919,1.533869043,284.4587503,6.701862052,0.007104951,4.701737134,101161.2201,323.1262347,123.9973465,17.46027374,4.017651558,13.80000019,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,46.5037704,161.4271932,1001,0,Lower Greensand,loam,clay loam
669,Annual,586092,303080,TRUE,-3189.6301,-21.281055,0.52941984,0.560559828,23.191736,2.937007,0.964573763,0.379343346,49,1.868236582,1.531000823,283.7828214,7.787020949,0.006692396,4.211911876,100966.6338,321.115654,122.3355726,31.33539009,4.945590973,3.20000267,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,56.52101026,61.57651643,5001,0,Chalk,loam,clay loam
681,Annual,498975,383875,FALSE,-15.960793,0.023889959,0.6231419,0.587115215,0.47373578,0.26937392,10.36848397,1.354692854,56,1.777437022,1.488810614,283.4024734,7.722836944,0.006570212,4.559959455,100967.1245,321.2812526,118.4331414,34.40812683,1.562202454,6.300001144,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,10.27159739,68.06278907,751,341.5582581,Oolites,clay,clay
682,Annual,637412,152312,FALSE,-334.4033,-0.3898176,0.07407287,0.052477149,0.5177268,1.9174367,5.133488436,0.136076996,1645,1.95536692,1.524698448,284.5235342,6.701862052,0.007170162,4.730522808,101267.1685,323.5420541,124.6702291,5.834472656,0.702054858,2.400000095,10,82,8,1.590000033,17,75,8,1.5,550,0.015,48.55513486,760.4183308,1001,0,Chalk,loamy sand,sandy loam
683,Annual,610938,148896,TRUE,-6.4019413,0.25098526,0.5486419,0.490005845,0.77119243,0.44778085,94.49867752,8.357818995,59,2.225082146,1.504297068,283.6933331,6.701862052,0.006873713,4.51205554,99631.38072,319.6009327,126.0505392,145.4871521,0.782675683,49.50000763,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,25.14424588,109.0240691,1001,0,Chalk,sandy clay loam,clay loam
697,Annual,414545,176455,TRUE,-13.463934,0.18875521,0.6882529,0.688895383,1.2999566,0.31373623,67.03377945,5.413200029,59,2.161336258,1.464407372,283.0395706,8.146276078,0.006568057,5.121868007,98814.51724,319.4049378,116.8609777,222.8627625,6.852643013,43.80000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,19.4122403,134.8419339,51,0,Chalk,loam,clay loam
700,Annual,496055,122035,TRUE,-1380.3785,-9.1665945,-0.10347,-0.086214061,2.714421,10.960084,8.800154081,0.425372747,58,2.339868563,1.522081691,283.9705022,6.336254195,0.006878533,4.156813747,100432.0186,321.4420958,125.9756617,64.92463684,3.034227371,48.40000153,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,6.246655208,56.4955544,1001,7.126821995,Lower Greensand,sandy loam,sandy loam
701,Annual,499885,379795,FALSE,-30.005474,0.19659859,0.4285828,0.424528673,0.59573317,0.60566086,6.205743603,0.456837777,62,1.873603505,1.496203954,283.4453841,7.722836944,0.006581605,4.558586323,101018.4006,321.4647649,118.7857804,29.77945328,1.90901804,3.300001144,19,37,44,1.409999967,31,31,38,1.330000043,130,0.0005,6.279627133,127.8816854,751,0,Oolites,loam,clay loam
743,Annual,501945,365615,FALSE,-7817.161,-45.342205,0.112719834,0.143701452,1.8796847,47.325775,9.553313384,0.112421315,59,1.784665939,1.486398691,283.3930981,7.04030681,0.006563737,4.544721448,100715.9187,321.1627458,117.4313468,54.17839813,0.858936548,8.599998474,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,1.963031578,270.8277272,751,0,Oolites,clay,clay
748,Decadal,574327,301697,TRUE,-126.21301,-0.47236037,0.83740497,0.850104368,0.2765748,2.2720392,4.55464867,0.29487891,56,1.734556409,1.516122534,283.9469213,7.787020949,0.006730133,4.103461483,101291.0755,322.0741508,120.3808526,10.77464867,0.812401891,2.900000572,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,44.85221036,35.51648287,5001,0.286249995,Chalk,sand,loamy sand
751,Multiannual,445765,172445,TRUE,-221.56325,-14.637226,0.5558857,0.634514629,15.021246,7.908796,0.441410977,0.477776491,1505,1.866100766,1.466674936,283.743855,8.427272862,0.006753945,3.521728265,100248.1197,322.1439143,122.6862065,94.12808228,1.671885967,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,28.04038051,168.1587598,51,0,Chalk,loam,clay loam
767,Multiannual,446125,176275,TRUE,-4.5335293,-0.04012382,0.47599354,0.502153257,1.3127056,1.842313,15.12695053,2.780945742,1270,1.916429353,1.422610889,283.5638707,8.427272862,0.006697105,3.52250048,99904.48852,321.3394248,119.5743738,123.6120758,4.962615013,3.900001526,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,26.92836753,61.54395241,51,5.540248871,Chalk,silt loam,loam
785,Annual,565468,119119,TRUE,-321.6568,-3.425333,0.40743485,0.681925863,4.971394,2.860237,6.004934762,1.341963484,58,2.458817086,1.391698945,283.8925505,6.103997887,0.00695311,4.222472418,100150.4385,320.574537,117.46779,104.6066589,7.66973877,18.20000458,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,3.694811257,83.70608256,501,0,Corallian Limestone,loam,clay loam
